Lake;Region;Class
2026;Central;1
2027;Central;1
2028;Central;1
2029;Central;1
2030;Central;1
2031;Central;1
2032;Central;1
2033;Central;1
2034;Central;1
2035;Central;1
2036;Central;1
2037;Central;1
2038;Central;1
2039;Central;1
2040;Central;1
2041;Central;1
2042;Central;1
2043;Central;1
2044;Central;1
2045;Central;1
2046;Central;1
2047;Central;1
2048;Central;1
2049;Central;1
2050;Central;1
2051;Central;1
2052;Central;1
2053;Central;1
2054;Central;1
2055;Central;1
2056;Central;1
2057;Central;1
2058;Central;1
2059;Central;1
2060;Central;1
2061;Central;1
2062;Central;1
2063;Central;1
2064;Central;1
2065;Central;1
2066;Central;1
2067;Central;1
2068;Central;1
2069;Central;1
2070;Central;1
2071;Central;1
2072;Central;1
2073;Central;1
2074;Central;1
2075;Central;1
2076;Central;1
2077;Central;1
2078;Central;1
2079;Central;1
2080;Central;1
2081;Central;1
2082;Central;1
2083;Central;1
2084;Central;1
2085;Central;1
2086;Central;1
2087;Central;1
2088;Central;1
2089;Central;1
2090;Central;1
2091;Central;1
2092;Central;1
2093;Central;1
2094;Central;1
2095;Central;1
2096;Central;1
2097;Central;1
2098;Central;1
2099;Central;1
2100;Central;1
2101;Central;1
2102;Central;1
2103;Central;1
2104;Central;1
2105;Central;1
2106;Central;1
2107;Central;1
2108;Central;1
2109;Central;1
2110;Central;1
2111;Central;1
2112;Central;1
2113;Central;1
2114;Central;1
2115;Central;1
2116;Central;1
2117;Central;1
2118;Central;1
2119;Central;1
2120;Central;1
2121;Central;1
2122;Central;1
2123;Central;1
2124;Central;1
2125;Central;1
2126;Central;1
2127;Central;1
2128;Central;1
2129;Central;1
2130;Central;1
2131;Central;1
2132;Central;1
2133;Central;1
2134;Central;1
2135;Central;1
2136;Central;1
2137;Central;1
2138;Central;1
2139;Central;1
2140;Central;1
2141;Central;1
2142;Central;1
2143;Central;1
2144;Central;1
2145;Central;1
2146;Central;1
2147;Central;1
2148;Central;1
2149;Central;1
2150;Central;1
2151;Central;1
2152;Central;1
2153;Central;1
2154;Central;1
2155;Central;1
2156;Central;1
2157;Central;1
2158;Central;1
2159;Central;1
2160;Central;1
2161;Central;1
2162;Central;1
2163;Central;1
2164;Central;1
2165;Central;1
2166;Central;1
2167;Central;1
2168;Central;1
2169;Central;1
2170;Central;1
2171;Central;1
2172;Central;1
2173;Central;1
2174;Central;1
2175;Central;1
2176;Central;1
2177;Central;1
2178;Central;1
2179;Central;1
2180;Central;1
2181;Central;1
2182;Central;1
2183;Central;1
2184;Central;1
2185;Central;1
2186;Central;1
2187;Central;1
2188;Central;1
2189;Central;1
2190;Central;1
2191;Central;1
2192;Central;1
2193;Central;1
2194;Central;1
2195;Central;1
2196;Central;1
2197;Central;1
2198;Central;1
2199;Central;1
2200;Central;1
2201;Central;1
2202;Central;1
2203;Central;1
2204;Central;1
2205;Central;1
2206;Central;1
2207;Central;1
2208;Central;1
2209;Central;1
2210;Central;1
2211;Central;1
2212;Central;1
2213;Central;1
2214;Central;1
2215;Central;1
2216;Central;1
2217;Central;1
2218;Central;1
2219;Central;1
2220;Central;1
2221;Central;1
2222;Central;1
2223;Central;1
2224;Central;1
2225;Central;1
2226;Central;1
2227;Central;1
2228;Central;1
2229;Central;1
2230;Central;1
2231;Central;1
2232;Central;1
2233;Central;1
2234;Central;1
2235;Central;1
2236;Central;1
2237;Central;1
2238;Central;1
2239;Central;1
2240;Central;1
2241;Central;1
2242;Central;1
2243;Central;1
2244;Central;1
2245;Central;1
2246;Central;1
2247;Central;1
2248;Central;1
2249;Central;1
2250;Central;1
2251;Central;1
2252;Central;1
2253;Central;1
2254;Central;1
2255;Central;1
2256;Central;1
2257;Central;1
2258;Central;1
2259;Central;1
2260;Central;1
2261;Central;1
2262;Central;1
2263;Central;1
2264;Central;1
2265;Central;1
2266;Central;1
2267;Central;1
2268;Central;1
2269;Central;1
2270;Central;1
2271;Central;1
2272;Central;1
2273;Central;1
2274;Central;1
2275;Central;1
2276;Central;1
2277;Central;1
2278;Central;1
2279;Central;1
2280;Central;1
2281;Central;1
2282;Central;1
2283;Central;1
2284;Central;1
2285;Central;1
2286;Central;1
2287;Central;1
2288;Central;1
2289;Central;1
2290;Central;1
2291;Central;1
2292;Central;1
2293;Central;1
2294;Central;1
2295;Central;1
2296;Central;1
2297;Central;1
2298;Central;1
2299;Central;1
2300;Central;1
2301;Central;1
2302;Central;1
2303;Central;1
2304;Central;1
2305;Central;1
2306;Central;1
2307;Central;1
2308;Central;1
2309;Central;1
2310;Central;1
2311;Central;1
2312;Central;1
2313;Central;1
2314;Central;1
2315;Central;1
2316;Central;1
2317;Central;1
2318;Central;1
2319;Central;1
2320;Central;1
2321;Central;1
2322;Central;1
2323;Central;1
2324;Central;1
2325;Central;1
2326;Central;1
2327;Central;1
2328;Central;1
2329;Central;1
2330;Central;1
2331;Central;1
2332;Central;1
2333;Central;1
2334;Central;1
2335;Central;1
2336;Central;1
2337;Central;1
2338;Central;1
2339;Central;1
2340;Central;1
2341;Central;1
2342;Central;1
2343;Central;1
2344;Central;1
2345;Central;1
2346;Central;1
2347;Central;1
2348;Central;1
2349;Central;1
2350;Central;1
2351;Central;1
2352;Central;1
2353;Central;1
2354;Central;1
2355;Central;1
2356;Central;1
2357;Central;1
2358;Central;1
2359;Central;1
2360;Central;1
2361;Central;1
2362;Central;1
2363;Central;1
2364;Central;1
2365;Central;1
2366;Central;1
2367;Central;1
2368;Central;1
2369;Central;1
2370;Central;1
2371;Central;1
2372;Central;1
2373;Central;1
2374;Central;1
2375;Central;1
2376;Central;1
2377;Central;1
2378;Central;1
2379;Central;1
2380;Central;1
2381;Central;1
2382;Central;1
2383;Central;1
2384;Central;1
2385;Central;1
2386;Central;1
2387;Central;1
2388;Central;1
2389;Central;1
2390;Central;1
2391;Central;1
2392;Central;1
2393;Central;1
2394;Central;1
2395;Central;1
2396;Central;1
2397;Central;1
2398;Central;1
2399;Central;1
2400;Central;1
2401;Central;1
2402;Central;1
2403;Central;1
2404;Central;1
2405;Central;1
2406;Central;1
2407;Central;1
2408;Central;1
2409;Central;1
2410;Central;1
2411;Central;1
2412;Central;1
2413;Central;1
2414;Central;1
2415;Central;1
2416;Central;1
2417;Central;1
2418;Central;1
2419;Central;1
2420;Central;1
2421;Central;1
2422;Central;1
2423;Central;1
2424;Central;1
2425;Central;1
2426;Central;1
2427;Central;1
2428;Central;1
2429;Central;1
2430;Central;1
2431;Central;1
2432;Central;1
2433;Central;1
2434;Central;1
2435;Central;1
2436;Central;1
2437;Central;1
2438;Central;1
2439;Central;1
2440;Central;1
2441;Central;1
2442;Central;1
2443;Central;1
2444;Central;1
2445;Central;1
2446;Central;1
2447;Central;1
2448;Central;1
2449;Central;1
2450;Central;1
2451;Central;1
2452;Central;1
2453;Central;1
2454;Central;1
2455;Central;1
2456;Central;1
2457;Central;1
2458;Central;1
2459;Central;1
2460;Central;1
2461;Central;1
2462;Central;1
2463;Central;1
2464;Central;1
2465;Central;1
2466;Central;1
2467;Central;1
2468;Central;1
2469;Central;1
2470;Central;1
2471;Central;1
2472;Central;1
2473;Central;1
2474;Central;1
2475;Central;1
2476;Central;1
2477;Central;1
2478;Central;1
2479;Central;1
2480;Central;1
2481;Central;1
2482;Central;1
2483;Central;1
2484;Central;1
2485;Central;1
2486;Central;1
2487;Central;1
2488;Central;1
2489;Central;1
2490;Central;1
2491;Central;1
2492;Central;1
2493;Central;1
2494;Central;1
2495;Central;1
2496;Central;1
2497;Central;1
2498;Central;1
2499;Central;1
2500;Central;1
2501;Central;1
2502;Central;1
2503;Central;1
2504;Central;1
2505;Central;1
2506;Central;1
2507;Central;1
2508;Central;1
2509;Central;1
2510;Central;1
2511;Central;1
2512;Central;1
2513;Central;1
2514;Central;1
2515;Central;1
2516;Central;1
2517;Central;1
2518;Central;1
2519;Central;1
2520;Central;1
2521;Central;1
2522;Central;1
2523;Central;1
2524;Central;1
2525;Central;1
2526;Central;1
2527;Central;1
2528;Central;1
2529;Central;1
2530;Central;1
2531;Central;1
2532;Central;1
2533;Central;1
2534;Central;1
2535;Central;1
2536;Central;1
2537;Central;1
2538;Central;1
2539;Central;1
2540;Central;1
2541;Central;1
2542;Central;1
2543;Central;1
2544;Central;1
2545;Central;1
2546;Central;1
2547;Central;1
2548;Central;1
2549;Central;1
2550;Central;1
2551;Central;1
2552;Central;1
2553;Central;1
2554;Central;1
2555;Central;1
2556;Central;1
2557;Central;1
2558;Central;1
2559;Central;1
2560;Central;1
2561;Central;1
2562;Central;1
2563;Central;1
2564;Central;1
2565;Central;1
2566;Central;1
2567;Central;1
2568;Central;1
2569;Central;1
2570;Central;1
2571;Central;1
2572;Central;1
2573;Central;1
2574;Central;1
2575;Central;1
2576;Central;1
2577;Central;1
2578;Central;1
2579;Central;1
2580;Central;1
2581;Central;1
2582;Central;1
2583;Central;1
2584;Central;1
2585;Central;1
2586;Central;1
2587;Central;1
2588;Central;1
2589;Central;1
2590;Central;1
2591;Central;1
2592;Central;1
2593;Central;1
2594;Central;1
2595;Central;1
2596;Central;1
2597;Central;1
2598;Central;1
2599;Central;1
2600;Central;1
2601;Central;1
2602;Central;1
2603;Central;1
2604;Central;1
2605;Central;1
2606;Central;1
2607;Central;1
2608;Central;1
2609;Central;1
2610;Central;1
2611;Central;1
2612;Central;1
2613;Central;1
2614;Central;1
2615;Central;1
2616;Central;1
2617;Central;1
2618;Central;1
2619;Central;1
2620;Central;1
2621;Central;1
2622;Central;1
2623;Central;1
2624;Central;1
2625;Central;1
2626;Central;1
2627;Central;1
2628;Central;1
2629;Central;1
2630;Central;1
2631;Central;1
2632;Central;1
2633;Central;1
2634;Central;1
2635;Central;1
2636;Central;1
2637;Central;1
2638;Central;1
2639;Central;1
2640;Central;1
2641;Central;1
2642;Central;1
2643;Central;1
2644;Central;1
2645;Central;1
2646;Central;1
2647;Central;1
2648;Central;1
2649;Central;1
2650;Central;1
2651;Central;1
2652;Central;1
2653;Central;1
2654;Central;1
2655;Central;1
2656;Central;1
2657;Central;1
2658;Central;1
2659;Central;1
2660;Central;1
2661;Central;1
2662;Central;1
2663;Central;1
2664;Central;1
2665;Central;1
2666;Central;1
2667;Central;1
2668;Central;1
2669;Central;1
2670;Central;1
2671;Central;1
2672;Central;1
2673;Central;1
2674;Central;1
2675;Central;1
2676;Central;1
2677;Central;1
2678;Central;1
2679;Central;1
2680;Central;1
2681;Central;1
2682;Central;1
2683;Central;1
2684;Central;1
2685;Central;1
2686;Central;1
2687;Central;1
2688;Central;1
2689;Central;1
2690;Central;1
2691;Central;1
2692;Central;1
2693;Central;1
2694;Central;1
2695;Central;1
2696;Central;1
2697;Central;1
2698;Central;1
2699;Central;1
2700;Central;1
2701;Central;1
2702;Central;1
2703;Central;1
2704;Central;1
2705;Central;1
2706;Central;1
2707;Central;1
2708;Central;1
2709;Central;1
2710;Central;1
2711;Central;1
2712;Central;1
2713;Central;1
2714;Central;1
2715;Central;1
2716;Central;1
2717;Central;1
2718;Central;1
2719;Central;1
2720;Central;1
2721;Central;1
2722;Central;1
2723;Central;1
2724;Central;1
2725;Central;1
2726;Central;1
2727;Central;1
2728;Central;1
2729;Central;1
2730;Central;1
2731;Central;1
2732;Central;1
2733;Central;1
2734;Central;1
2735;Central;1
2736;Central;1
2737;Central;1
2738;Central;1
2739;Central;1
2740;Central;1
2741;Central;1
2742;Central;1
2743;Central;1
2744;Central;1
2745;Central;1
2746;Central;1
2747;Central;1
2748;Central;1
2749;Central;1
2750;Central;1
2751;Central;1
2752;Central;1
2753;Central;1
2754;Central;1
2755;Central;1
2756;Central;1
2757;Central;1
2758;Central;1
2759;Central;1
2760;Central;1
2761;Central;1
2762;Central;1
2763;Central;1
2764;Central;1
2765;Central;1
2766;Central;1
2767;Central;1
2768;Central;1
2769;Central;1
2770;Central;1
2771;Central;1
2772;Central;1
2773;Central;1
2774;Central;1
2775;Central;1
2776;Central;1
2777;Central;1
2778;Central;1
2779;Central;1
2780;Central;1
2781;Central;1
2782;Central;1
2783;Central;1
2784;Central;1
2785;Central;1
2786;Central;1
2787;Central;1
2788;Central;1
2789;Central;1
2790;Central;1
2791;Central;1
2792;Central;1
2793;Central;1
2794;Central;1
2795;Central;1
2796;Central;1
2797;Central;1
2798;Central;1
2799;Central;1
2800;Central;1
2801;Central;1
2802;Central;1
2803;Central;1
2804;Central;1
2805;Central;1
2806;Central;1
2807;Central;1
2808;Central;1
2809;Central;1
2810;Central;1
2811;Central;1
2812;Central;1
2813;Central;1
2814;Central;1
2815;Central;1
2816;Central;1
2817;Central;1
2818;Central;1
2819;Central;1
2820;Central;1
2821;Central;1
2822;Central;1
2823;Central;1
2824;Central;1
2825;Central;1
2826;Central;1
2827;Central;1
2828;Central;1
2829;Central;1
2830;Central;1
2831;Central;1
2832;Central;1
2833;Central;1
2834;Central;1
2835;Central;1
2836;Central;1
2837;Central;1
2838;Central;1
2839;Central;1
2840;Central;1
2841;Central;1
2842;Central;1
2843;Central;1
2844;Central;1
2845;Central;1
2846;Central;1
2847;Central;1
2848;Central;1
2849;Central;1
2850;Central;1
2851;Central;1
2852;Central;1
2853;Central;1
2854;Central;1
2855;Central;1
2856;Central;1
2857;Central;1
2858;Central;1
2859;Central;1
2860;Central;1
2861;Central;1
2862;Central;1
2863;Central;1
2864;Central;1
2865;Central;1
2866;Central;2
2867;Central;2
2868;Central;2
2869;Central;2
2870;Central;2
2871;Central;2
2872;Central;2
2873;Central;2
2874;Central;2
2875;Central;2
2876;Central;2
2877;Central;2
2878;Central;2
2879;Central;2
2880;Central;2
2881;Central;2
2882;Central;2
2883;Central;2
2884;Central;2
2885;Central;2
2886;Central;2
2887;Central;2
2888;Central;2
2889;Central;2
2890;Central;2
2891;Central;2
2892;Central;2
2893;Central;2
2894;Central;2
2895;Central;2
2896;Central;2
2897;Central;2
2898;Central;2
2899;Central;2
2900;Central;2
2901;Central;2
2902;Central;2
2903;Central;2
2904;Central;2
2905;Central;2
2906;Central;2
2907;Central;2
2908;Central;2
2909;Central;2
2910;Central;2
2911;Central;2
2912;Central;2
2913;Central;2
2914;Central;2
2915;Central;2
2916;Central;2
2917;Central;2
2918;Central;2
2919;Central;2
2920;Central;2
2921;Central;2
2922;Central;2
2923;Central;2
2924;Central;2
2925;Central;2
2926;Central;2
2927;Central;2
2928;Central;2
2929;Central;2
2930;Central;2
2931;Central;2
2932;Central;2
2933;Central;2
2934;Central;2
2935;Central;2
2936;Central;2
2937;Central;2
2938;Central;2
2939;Central;2
2940;Central;2
2941;Central;2
2942;Central;2
2943;Central;2
2944;Central;2
2945;Central;2
2946;Central;2
2947;Central;2
2948;Central;2
2949;Central;2
2950;Central;2
2951;Central;2
2952;Central;2
2953;Central;2
2954;Central;2
2955;Central;2
2956;Central;2
2957;Central;2
2958;Central;2
2959;Central;2
2960;Central;2
2961;Central;2
2962;Central;2
2963;Central;2
2964;Central;2
2965;Central;2
2966;Central;2
2967;Central;2
2968;Central;2
2969;Central;2
2970;Central;2
2971;Central;2
2972;Central;2
2973;Central;2
2974;Central;2
2975;Central;2
2976;Central;2
2977;Central;2
2978;Central;2
2979;Central;2
2980;Central;2
2981;Central;2
2982;Central;2
2983;Central;2
2984;Central;2
2985;Central;2
2986;Central;2
2987;Central;2
2988;Central;2
2989;Central;2
2990;Central;2
2991;Central;2
2992;Central;2
2993;Central;2
2994;Central;2
2995;Central;2
2996;Central;2
2997;Central;2
2998;Central;2
2999;Central;2
3000;Central;2
3001;Central;2
3002;Central;2
3003;Central;2
3004;Central;2
3005;Central;2
3006;Central;2
3007;Central;2
3008;Central;2
3009;Central;2
3010;Central;2
3011;Central;2
3012;Central;2
3013;Central;2
3014;Central;2
3015;Central;2
3016;Central;2
3017;Central;2
3018;Central;2
3019;Central;2
3020;Central;2
3021;Central;2
3022;Central;2
3023;Central;2
3024;Central;2
3025;Central;2
3026;Central;2
3027;Central;2
3028;Central;2
3029;Central;2
3030;Central;2
3031;Central;2
3032;Central;2
3033;Central;2
3034;Central;2
3035;Central;2
3036;Central;2
3037;Central;2
3038;Central;2
3039;Central;2
3040;Central;2
3041;Central;2
3042;Central;2
3043;Central;2
3044;Central;2
3045;Central;2
3046;Central;2
3047;Central;2
3048;Central;2
3049;Central;2
3050;Central;2
3051;Central;2
3052;Central;2
3053;Central;2
3054;Central;2
3055;Central;2
3056;Central;2
3057;Central;2
3058;Central;2
3059;Central;2
3060;Central;2
3061;Central;2
3062;Central;2
3063;Central;2
3064;Central;2
3065;Central;2
3066;Central;2
3067;Central;2
3068;Central;2
3069;Central;2
3070;Central;2
3071;Central;2
3072;Central;2
3073;Central;2
3074;Central;2
3075;Central;2
3076;Central;2
3077;Central;2
3078;Central;2
3079;Central;2
3080;Central;2
3081;Central;2
3082;Central;2
3083;Central;2
3084;Central;2
3085;Central;2
3086;Central;2
3087;Central;2
3088;Central;2
3089;Central;2
3090;Central;2
3091;Central;2
3092;Central;2
3093;Central;2
3094;Central;2
3095;Central;2
3096;Central;2
3097;Central;2
3098;Central;2
3099;Central;2
3100;Central;2
3101;Central;2
3102;Central;2
3103;Central;2
3104;Central;2
3105;Central;2
3106;Central;2
3107;Central;2
3108;Central;2
3109;Central;2
3110;Central;2
3111;Central;2
3112;Central;2
3113;Central;2
3114;Central;2
3115;Central;2
3116;Central;2
3117;Central;2
3118;Central;2
3119;Central;2
3120;Central;2
3121;Central;2
3122;Central;2
3123;Central;2
3124;Central;2
3125;Central;2
3126;Central;2
3127;Central;2
3128;Central;2
3129;Central;2
3130;Central;2
3131;Central;2
3132;Central;2
3133;Central;2
3134;Central;2
3135;Central;2
3136;Central;2
3137;Central;2
3138;Central;2
3139;Central;2
3140;Central;2
3141;Central;2
3142;Central;2
3143;Central;2
3144;Central;2
3145;Central;2
3146;Central;2
3147;Central;2
3148;Central;2
3149;Central;2
3150;Central;2
3151;Central;2
3152;Central;2
3153;Central;2
3154;Central;2
3155;Central;2
3156;Central;2
3157;Central;2
3158;Central;2
3159;Central;2
3160;Central;2
3161;Central;2
3162;Central;2
3163;Central;2
3164;Central;2
3165;Central;2
3166;Central;2
3167;Central;2
3168;Central;2
3169;Central;2
3170;Central;2
3171;Central;2
3172;Central;2
3173;Central;2
3174;Central;2
3175;Central;2
3176;Central;2
3177;Central;2
3178;Central;2
3179;Central;2
3180;Central;2
3181;Central;2
3182;Central;2
3183;Central;2
3184;Central;2
3185;Central;2
3186;Central;2
3187;Central;2
3188;Central;2
3189;Central;2
3190;Central;2
3191;Central;2
3192;Central;2
3193;Central;2
3194;Central;2
3195;Central;2
3196;Central;2
3197;Central;2
3198;Central;2
3199;Central;2
3200;Central;2
3201;Central;2
3202;Central;2
3203;Central;2
3204;Central;2
3205;Central;2
3206;Central;2
3207;Central;2
3208;Central;2
3209;Central;2
3210;Central;2
3211;Central;2
3212;Central;2
3213;Central;2
3214;Central;2
3215;Central;2
3216;Central;2
3217;Central;2
3218;Central;2
3219;Central;2
3220;Central;2
3221;Central;2
3222;Central;2
3223;Central;2
3224;Central;2
3225;Central;2
3226;Central;2
3227;Central;2
3228;Central;2
3229;Central;2
3230;Central;2
3231;Central;2
3232;Central;2
3233;Central;2
3234;Central;2
3235;Central;2
3236;Central;2
3237;Central;2
3238;Central;2
3239;Central;2
3240;Central;2
3241;Central;2
3242;Central;2
3243;Central;2
3244;Central;2
3245;Central;2
3246;Central;2
3247;Central;2
3248;Central;2
3249;Central;2
3250;Central;2
3251;Central;2
3252;Central;2
3253;Central;2
3254;Central;2
3255;Central;2
3256;Central;2
3257;Central;2
3258;Central;2
3259;Central;2
3260;Central;2
3261;Central;2
3262;Central;2
3263;Central;2
3264;Central;2
3265;Central;2
3266;Central;2
3267;Central;2
3268;Central;2
3269;Central;2
3270;Central;2
3271;Central;2
3272;Central;2
3273;Central;2
3274;Central;2
3275;Central;2
3276;Central;2
3277;Central;2
3278;Central;2
3279;Central;2
3280;Central;2
3281;Central;2
3282;Central;2
3283;Central;2
3284;Central;2
3285;Central;2
3286;Central;2
3287;Central;2
3288;Central;2
3289;Central;2
3290;Central;2
3291;Central;2
3292;Central;2
3293;Central;2
3294;Central;2
3295;Central;2
3296;Central;2
3297;Central;2
3298;Central;2
3299;Central;2
3300;Central;2
3301;Central;2
3302;Central;2
3303;Central;2
3304;Central;2
3305;Central;2
3306;Central;2
3307;Central;2
3308;Central;2
3309;Central;2
3310;Central;2
3311;Central;2
3312;Central;2
3313;Central;2
3314;Central;2
3315;Central;2
3316;Central;2
3317;Central;2
3318;Central;2
3319;Central;2
3320;Central;2
3321;Central;2
3322;Central;2
3323;Central;2
3324;Central;2
3325;Central;2
3326;Central;2
3327;Central;2
3328;Central;2
3329;Central;2
3330;Central;2
3331;Central;2
3332;Central;2
3333;Central;2
3334;Central;2
3335;Central;2
3336;Central;2
3337;Central;2
3338;Central;2
3339;Central;2
3340;Central;2
3341;Central;2
3342;Central;2
3343;Central;2
3344;Central;2
3345;Central;2
3346;Central;2
3347;Central;2
3348;Central;2
3349;Central;2
3350;Central;2
3351;Central;2
3352;Central;2
3353;Central;2
3354;Central;2
3355;Central;2
3356;Central;2
3357;Central;2
3358;Central;2
3359;Central;2
3360;Central;2
3361;Central;2
3362;Central;2
3363;Central;2
3364;Central;2
3365;Central;2
3366;Central;2
3367;Central;2
3368;Central;2
3369;Central;2
3370;Central;2
3371;Central;2
3372;Central;2
3373;Central;2
3374;Central;2
3375;Central;2
3376;Central;2
3377;Central;2
3378;Central;2
3379;Central;2
3380;Central;2
3381;Central;2
3382;Central;2
3383;Central;2
3384;Central;2
3385;Central;2
3386;Central;2
3387;Central;2
3388;Central;2
3389;Central;2
3390;Central;2
3391;Central;2
3392;Central;2
3393;Central;2
3394;Central;2
3395;Central;2
3396;Central;2
3397;Central;2
3398;Central;2
3399;Central;2
3400;Central;2
3401;Central;2
3402;Central;2
3403;Central;2
3404;Central;2
3405;Central;2
3406;Central;2
3407;Central;2
3408;Central;2
3409;Central;2
3410;Central;2
3411;Central;2
3412;Central;2
3413;Central;2
3414;Central;2
3415;Central;2
3416;Central;2
3417;Central;2
3418;Central;2
3419;Central;2
3420;Central;2
3421;Central;2
3422;Central;2
3423;Central;2
3424;Central;2
3425;Central;2
3426;Central;2
3427;Central;2
3428;Central;2
3429;Central;2
3430;Central;2
3431;Central;2
3432;Central;2
3433;Central;2
3434;Central;2
3435;Central;2
3436;Central;2
3437;Central;2
3438;Central;2
3439;Central;2
3440;Central;2
3441;Central;2
3442;Central;2
3443;Central;2
3444;Central;2
3445;Central;2
3446;Central;2
3447;Central;2
3448;Central;2
3449;Central;2
3450;Central;2
3451;Central;2
3452;Central;2
3453;Central;2
3454;Central;2
3455;Central;2
3456;Central;2
3457;Central;2
3458;Central;2
3459;Central;2
3460;Central;2
3461;Central;2
3462;Central;2
3463;Central;2
3464;Central;2
3465;Central;2
3466;Central;2
3467;Central;2
3468;Central;2
3469;Central;2
3470;Central;2
3471;Central;2
3472;Central;2
3473;Central;2
3474;Central;2
3475;Central;2
3476;Central;2
3477;Central;2
3478;Central;2
3479;Central;2
3480;Central;3
3481;Central;3
3482;Central;3
3483;Central;3
3484;Central;3
3485;Central;3
3486;Central;3
3487;Central;3
3488;Central;3
3489;Central;3
3490;Central;3
3491;Central;3
3492;Central;3
3493;Central;3
3494;Central;3
3495;Central;3
3496;Central;3
3497;Central;3
3498;Central;3
3499;Central;3
3500;Central;3
3501;Central;3
3502;Central;3
3503;Central;3
3504;Central;3
3505;Central;3
3506;Central;3
3507;Central;3
3508;Central;3
3509;Central;3
3510;Central;3
3511;Central;3
3512;Central;3
3513;Central;3
3514;Central;3
3515;Central;3
3516;Central;3
3517;Central;3
3518;Central;3
3519;Central;3
3520;Central;3
3521;Central;3
3522;Central;3
3523;Central;3
3524;Central;3
3525;Central;3
3526;Central;3
3527;Central;3
3528;Central;3
3529;Central;3
3530;Central;3
3531;Central;3
3532;Central;3
3533;Central;3
3534;Central;3
3535;Central;3
3536;Central;3
3537;Central;3
3538;Central;3
3539;Central;3
3540;Central;3
3541;Central;3
3542;Central;3
3543;Central;3
3544;Central;3
3545;Central;3
3546;Central;3
3547;Central;3
3548;Central;3
3549;Central;3
3550;Central;3
3551;Central;3
3552;Central;3
3553;Central;3
3554;Central;3
3555;Central;3
3556;Central;3
3557;Central;3
3558;Central;3
3559;Central;3
3560;Central;3
3561;Central;3
3562;Central;3
3563;Central;3
3564;Central;3
3565;Central;3
3566;Central;3
3567;Central;3
3568;Central;3
3569;Central;3
3570;Central;3
3571;Central;3
3572;Central;3
3573;Central;3
3574;Central;3
3575;Central;3
3576;Central;3
3577;Central;3
3578;Central;3
3579;Central;3
3580;Central;3
3581;Central;3
3582;Central;3
3583;Central;3
3584;Central;3
3585;Central;3
3586;Central;3
3587;Central;3
3588;Central;3
3589;Central;3
3590;Central;3
3591;Central;3
3592;Central;3
3593;Central;3
3594;Central;3
3595;Central;3
3596;Central;3
3597;Central;3
3598;Central;3
3599;Central;3
3600;Central;3
3601;Central;3
3602;Central;3
3603;Central;3
3604;Central;3
3605;Central;3
3606;Central;3
3607;Central;3
3608;Central;3
3609;Central;3
3610;Central;3
3611;Central;3
3612;Central;3
3613;Central;3
3614;Central;3
3615;Central;3
3616;Central;3
3617;Central;3
3618;Central;3
3619;Central;3
3620;Central;3
3621;Central;3
3622;Central;3
3623;Central;3
3624;Central;3
3625;Central;3
3626;Central;3
3627;Central;3
3628;Central;3
3629;Central;3
3630;Central;3
3631;Central;3
3632;Central;3
3633;Central;3
3634;Central;3
3635;Central;3
3636;Central;3
3637;Central;3
3638;Central;3
3639;Central;3
3640;Central;3
3641;Central;3
3642;Central;3
3643;Central;3
3644;Central;3
3645;Central;3
3646;Central;3
3647;Central;3
3648;Central;3
3649;Central;3
3650;Central;3
3651;Central;3
3652;Central;3
3653;Central;3
3654;Central;3
3655;Central;3
3656;Central;3
3657;Central;3
3658;Central;3
3659;Central;3
3660;Central;3
3661;Central;3
3662;Central;3
3663;Central;3
3664;Central;3
3665;Central;3
3666;Central;3
3667;Central;3
3668;Central;3
3669;Central;3
3670;Central;3
3671;Central;3
3672;Central;3
3673;Central;3
3674;Central;3
3675;Central;3
3676;Central;3
3677;Central;3
3678;Central;3
3679;Central;3
3680;Central;3
3681;Central;3
3682;Central;3
3683;Central;3
3684;Central;3
3685;Central;3
3686;Central;3
3687;Central;3
3688;Central;3
3689;Central;3
3690;Central;3
3691;Central;3
3692;Central;3
3693;Central;3
3694;Central;3
3695;Central;3
3696;Central;3
3697;Central;3
3698;Central;3
3699;Central;3
3700;Central;3
3701;Central;3
3702;Central;3
3703;Central;3
3704;Central;3
3705;Central;3
3706;Central;3
3707;Central;3
3708;Central;3
3709;Central;3
3710;Central;3
3711;Central;3
3712;Central;3
3713;Central;3
3714;Central;3
3715;Central;3
3716;Central;3
3717;Central;3
3718;Central;3
3719;Central;3
3720;Central;3
3721;Central;3
3722;Central;3
3723;Central;3
3724;Central;3
3725;Central;3
3726;Central;3
3727;Central;3
3728;Central;3
3729;Central;3
3730;Central;3
3731;Central;3
3732;Central;3
3733;Central;3
3734;Central;3
3735;Central;3
3736;Central;3
3737;Central;3
3738;Central;3
3739;Central;3
3740;Central;3
3741;Central;3
3742;Central;3
3743;Central;3
3744;Central;3
3745;Central;4
3746;Central;4
3747;Central;4
3748;Central;4
3749;Central;4
3750;Central;4
3751;Central;4
3752;Central;4
3753;Central;4
3754;Central;4
3755;Central;4
3756;Central;4
3757;Central;4
3758;Central;4
3759;Central;4
3760;Central;4
3761;Central;4
3762;Central;4
3763;Central;4
3764;Central;4
3765;Central;4
3766;Central;4
3767;Central;4
3768;Central;4
3769;Central;4
3770;Central;4
3771;Central;4
3772;Central;4
3773;Central;4
