island,species,sex,beak_height,upper_beak_length,nostril_upper_beak_length
Mrch_Bndl,Geospiza fuliginosa,F,7.5,11.7,8.2
Mrch_Bndl,Geospiza fuliginosa,F,7,11.3,7.7
Mrch_Bndl,Geospiza fuliginosa,F,7,12,7.8
Mrch_Bndl,Geospiza fuliginosa,F,7,12.2,8.1
Mrch_Bndl,Geospiza fuliginosa,F,7.1,11.6,7.2
Mrch_Bndl,Geospiza fuliginosa,F,7.2,11.6,7.8
Mrch_Bndl,Geospiza fuliginosa,F,7.1,11.7,8.1
Mrch_Bndl,Geospiza fuliginosa,F,7.2,11.4,8
Mrch_Bndl,Geospiza fuliginosa,F,6.9,11.6,7.6
Mrch_Bndl,Geospiza fuliginosa,F,7,11.9,8.1
Mrch_Bndl,Geospiza fuliginosa,F,7,12.1,7.8
Snti_Jams,Geospiza fuliginosa,M,8.1,12.5,8.4
Snti_Jams,Geospiza fuliginosa,M,8.1,13,8.7
Snti_Jams,Geospiza fuliginosa,M,8,12.2,8.3
Snti_Jams,Geospiza fuliginosa,M,7.4,12.4,8.7
Snti_Jams,Geospiza fuliginosa,M,8.1,12.2,8.1
Snti_Jams,Geospiza fuliginosa,M,8.3,13,8.4
Snti_Jams,Geospiza fuliginosa,M,8.1,13.5,9.1
Snti_Jams,Geospiza fuliginosa,M,8,12.6,8.3
Snti_Jams,Geospiza fuliginosa,M,8.3,12.5,8.5
Snti_Jams,Geospiza fuliginosa,M,8,13,8.9
Snti_Jams,Geospiza fuliginosa,M,7.8,11.5,7.4
Snti_Jams,Geospiza fuliginosa,M,8.2,12.8,8.7
Snti_Jams,Geospiza fuliginosa,M,7.8,12.1,8
Snti_Jams,Geospiza fuliginosa,M,8,12.5,8.5
Snti_Jams,Geospiza fuliginosa,M,7.9,12.3,8.1
Snti_Jams,Geospiza fuliginosa,F,8,12.7,8.5
Snti_Jams,Geospiza fuliginosa,F,7.6,11.2,7.9
Snti_Jams,Geospiza fuliginosa,F,8.1,12,8.1
Snti_Jams,Geospiza fuliginosa,F,8.8,13.4,9.3
Snti_Jams,Geospiza fuliginosa,F,8,12.6,8.6
Snti_Jams,Geospiza fuliginosa,F,8.7,12.8,8.6
Snti_Jams,Geospiza fuliginosa,F,7.9,13.1,8.9
Snti_Jams,Geospiza fuliginosa,F,7.3,12.3,8
Snti_Jams,Geospiza fuliginosa,F,8.1,12.8,8.4
Snti_Jams,Geospiza fuliginosa,F,7.7,11.9,8.2
Snti_Jams,Geospiza fuliginosa,F,8.1,12.1,8.6
Rab_Jrv,Geospiza fuliginosa,M,7.5,12.1,8.2
Rab_Jrv,Geospiza fuliginosa,M,7.9,12.8,8.7
Rab_Jrv,Geospiza fuliginosa,M,8.4,13.1,8.8
Rab_Jrv,Geospiza fuliginosa,M,9,12.3,8.2
Rab_Jrv,Geospiza fuliginosa,M,8.4,13.2,8.9
Rab_Jrv,Geospiza fuliginosa,M,8.6,13.8,9.3
Rab_Jrv,Geospiza fuliginosa,M,8.2,11.6,7.9
Rab_Jrv,Geospiza fuliginosa,M,8,12,7.9
Rab_Jrv,Geospiza fuliginosa,F,7.9,11.9,7.8
Rab_Jrv,Geospiza fuliginosa,F,7.9,12.7,8.7
Rab_Jrv,Geospiza fuliginosa,F,8.1,12.3,8.6
Rab_Jrv,Geospiza fuliginosa,F,7.7,12.1,8
Rab_Jrv,Geospiza fuliginosa,F,7.9,12.4,8.5
Rab_Jrv,Geospiza fuliginosa,F,7.4,13,8.9
Balt_SS,Geospiza fuliginosa,M,7.9,12.7,9
Balt_SS,Geospiza fuliginosa,M,8.7,13.5,9.5
Balt_SS,Geospiza fuliginosa,M,7.7,12.8,8.9
Balt_SS,Geospiza fuliginosa,M,9,13,9.1
Balt_SS,Geospiza fuliginosa,M,8,12.4,8
Balt_SS,Geospiza fuliginosa,M,8.3,12.5,8.5
Balt_SS,Geospiza fuliginosa,M,8.4,12.5,8.3
Balt_SS,Geospiza fuliginosa,M,7.9,12.3,9
Balt_SS,Geospiza fuliginosa,M,8.2,12.1,8.2
Balt_SS,Geospiza fuliginosa,M,8.3,13,8.8
Balt_SS,Geospiza fuliginosa,M,8.2,12.5,8.3
Balt_SS,Geospiza fuliginosa,M,8.9,12.7,8.7
Balt_SS,Geospiza fuliginosa,M,8.6,12.1,8.2
Balt_SS,Geospiza fuliginosa,M,8.4,12.6,8.7
Balt_SS,Geospiza fuliginosa,M,8.4,11.9,8.2
Balt_SS,Geospiza fuliginosa,M,8.2,12.4,8.6
Balt_SS,Geospiza fuliginosa,M,8,13,9
Balt_SS,Geospiza fuliginosa,M,7.6,12.8,8.7
Balt_SS,Geospiza fuliginosa,M,7.9,12.9,8.3
Balt_SS,Geospiza fuliginosa,M,8,12.8,8.4
Balt_SS,Geospiza fuliginosa,M,7.9,12.6,8.3
Balt_SS,Geospiza fuliginosa,M,7.9,13.2,8.8
Balt_SS,Geospiza fuliginosa,M,8.7,13.2,8.6
Balt_SS,Geospiza fuliginosa,M,8.6,13.1,8.7
Balt_SS,Geospiza fuliginosa,M,8.3,12.5,8.7
Balt_SS,Geospiza fuliginosa,M,8.2,12.7,8.9
Balt_SS,Geospiza fuliginosa,M,9,13.5,9.1
Balt_SS,Geospiza fuliginosa,M,7.7,11.2,8.1
Balt_SS,Geospiza fuliginosa,M,8.5,12.3,8.8
Balt_SS,Geospiza fuliginosa,M,8,12.3,8.3
Balt_SS,Geospiza fuliginosa,M,7.5,12.5,8.7
Balt_SS,Geospiza fuliginosa,M,8.4,12.6,8.4
Balt_SS,Geospiza fuliginosa,M,8.4,13.2,8.9
Balt_SS,Geospiza fuliginosa,M,8.3,12.7,8.5
Balt_SS,Geospiza fuliginosa,M,8.4,12.7,8.9
Balt_SS,Geospiza fuliginosa,M,8.2,12.4,8.5
Balt_SS,Geospiza fuliginosa,M,8.3,13,9
Balt_SS,Geospiza fuliginosa,M,7.9,11.8,7.9
Balt_SS,Geospiza fuliginosa,M,8.2,12.7,8.4
Balt_SS,Geospiza fuliginosa,M,7.8,12.3,8.3
Balt_SS,Geospiza fuliginosa,F,7.7,12.4,9.2
Balt_SS,Geospiza fuliginosa,F,7.7,11.7,8.2
Balt_SS,Geospiza fuliginosa,F,8.2,12.5,8.7
Balt_SS,Geospiza fuliginosa,F,7.9,12.2,8.3
Balt_SS,Geospiza fuliginosa,F,7.4,12,8.6
Balt_SS,Geospiza fuliginosa,F,8.1,11.8,8.4
Balt_SS,Geospiza fuliginosa,F,8,11.8,8.3
Balt_SS,Geospiza fuliginosa,F,7.6,12,8.2
Balt_SS,Geospiza fuliginosa,F,8,12.1,8.3
Balt_SS,Geospiza fuliginosa,F,7.8,12.6,8.9
Balt_SS,Geospiza fuliginosa,F,8.4,12.6,8.6
Balt_SS,Geospiza fuliginosa,F,7.6,12.7,8.6
Balt_SS,Geospiza fuliginosa,F,7.6,12.5,8.2
Balt_SS,Geospiza fuliginosa,F,7.6,12.6,8.2
Balt_SS,Geospiza fuliginosa,F,7.8,12.5,8.5
Balt_SS,Geospiza fuliginosa,F,7,12.1,8.1
Balt_SS,Geospiza fuliginosa,F,6.9,11.7,8
SCru_Inde,Geospiza fuliginosa,M,8.4,12,8
SCru_Inde,Geospiza fuliginosa,M,8.3,11.5,7.8
SCru_Inde,Geospiza fuliginosa,M,8.1,12.4,8.2
SCru_Inde,Geospiza fuliginosa,M,7.9,12.2,8.3
SCru_Inde,Geospiza fuliginosa,M,7.9,12,8
SCru_Inde,Geospiza fuliginosa,M,8.1,13,8.8
SCru_Inde,Geospiza fuliginosa,M,7.8,12,8
SCru_Inde,Geospiza fuliginosa,M,8.2,12.4,7.9
SCru_Inde,Geospiza fuliginosa,M,8.1,13,8.5
SCru_Inde,Geospiza fuliginosa,M,7.9,12.3,8.1
SCru_Inde,Geospiza fuliginosa,M,8.2,12.9,8.5
SCru_Inde,Geospiza fuliginosa,M,8.1,13.3,8.9
SCru_Inde,Geospiza fuliginosa,M,8.2,13.6,9.3
SCru_Inde,Geospiza fuliginosa,M,8,12.8,8.6
SCru_Inde,Geospiza fuliginosa,M,8.2,13.1,9.1
SCru_Inde,Geospiza fuliginosa,M,7.5,11.7,8
SCru_Inde,Geospiza fuliginosa,M,8.1,11.6,8
SCru_Inde,Geospiza fuliginosa,M,7.8,11.6,7.8
SCru_Inde,Geospiza fuliginosa,M,8,12.4,8.9
SCru_Inde,Geospiza fuliginosa,M,9.2,13.1,9
SCru_Inde,Geospiza fuliginosa,M,8.3,12.4,8.4
SCru_Inde,Geospiza fuliginosa,M,9.2,13.2,9.1
SCru_Inde,Geospiza fuliginosa,M,8.1,13,8.8
SCru_Inde,Geospiza fuliginosa,M,7.7,11.7,7.9
SCru_Inde,Geospiza fuliginosa,M,7.7,12,8.1
SCru_Inde,Geospiza fuliginosa,M,7.7,12.7,8.6
SCru_Inde,Geospiza fuliginosa,M,8,12.4,8.3
SCru_Inde,Geospiza fuliginosa,F,7.8,12.6,8.4
SCru_Inde,Geospiza fuliginosa,F,8.2,13.5,9.4
SCru_Inde,Geospiza fuliginosa,F,7.6,11.7,8.2
SCru_Inde,Geospiza fuliginosa,F,8.3,12.1,8.4
SCru_Inde,Geospiza fuliginosa,F,7.4,12.4,8.7
SCru_Inde,Geospiza fuliginosa,F,8.3,11.7,8.4
SCru_Inde,Geospiza fuliginosa,F,7.5,12.1,8.1
SCru_Inde,Geospiza fuliginosa,F,7.8,12.1,8.4
SCru_Inde,Geospiza fuliginosa,F,8,12.7,8.3
SCru_Inde,Geospiza fuliginosa,F,7.2,11.4,7.9
SCru_Inde,Geospiza fuliginosa,F,8.3,12.8,8.9
SCru_Inde,Geospiza fuliginosa,F,7.6,11.7,7.8
SCru_Inde,Geospiza fuliginosa,F,7.2,11,7.4
SCru_Inde,Geospiza fuliginosa,F,7.7,12.3,8.3
SCru_Inde,Geospiza fuliginosa,F,7.8,12.2,8.3
SCru_Inde,Geospiza fuliginosa,F,8.4,12.9,9.2
SCru_Inde,Geospiza fuliginosa,M,8.3,12.2,8.4
SCru_Inde,Geospiza fuliginosa,M,8.8,12.8,8.7
SCru_Inde,Geospiza fuliginosa,M,8,12.7,8.7
SCru_Inde,Geospiza fuliginosa,M,9.3,12.9,9
SCru_Inde,Geospiza fuliginosa,M,9.2,12.8,8.4
SCru_Inde,Geospiza fuliginosa,M,8.9,12.6,8.7
SCru_Inde,Geospiza fuliginosa,M,8.2,13.4,8.9
SCru_Inde,Geospiza fuliginosa,M,8.3,12.3,8.3
SCru_Inde,Geospiza fuliginosa,M,7.7,11.9,8.4
SCru_Inde,Geospiza fuliginosa,M,7.9,11.9,8
SCru_Inde,Geospiza fuliginosa,M,8,12.6,8.4
SCru_Inde,Geospiza fuliginosa,M,8.3,13.1,8.7
SCru_Inde,Geospiza fuliginosa,M,7.8,12.8,8.4
SCru_Inde,Geospiza fuliginosa,M,8.2,12.1,8.2
SCru_Inde,Geospiza fuliginosa,M,7.8,12.4,8.1
SCru_Inde,Geospiza fuliginosa,M,8.2,12.9,8.7
SCru_Inde,Geospiza fuliginosa,M,8.1,12.9,8.6
SCru_Inde,Geospiza fuliginosa,M,8.1,12.7,8.6
SCru_Inde,Geospiza fuliginosa,M,8.5,12.5,8.6
SCru_Inde,Geospiza fuliginosa,M,7.7,11.1,8
SCru_Inde,Geospiza fuliginosa,M,8.1,12.1,8.2
SCru_Inde,Geospiza fuliginosa,M,7.9,12.4,8.2
SCru_Inde,Geospiza fuliginosa,M,8.1,11.8,8
SCru_Inde,Geospiza fuliginosa,M,7.8,12.5,8.3
SCru_Inde,Geospiza fuliginosa,M,8,12.1,8.2
SCru_Inde,Geospiza fuliginosa,M,8.7,12,8.1
SCru_Inde,Geospiza fuliginosa,M,8.1,12.2,8.2
SCru_Inde,Geospiza fuliginosa,M,8,12,7.5
SCru_Inde,Geospiza fuliginosa,M,8.2,12,8.3
SCru_Inde,Geospiza fuliginosa,F,8.9,12.9,9.1
SCru_Inde,Geospiza fuliginosa,F,8.1,12.5,8.2
SCru_Inde,Geospiza fuliginosa,F,7.7,13.1,9.4
SCru_Inde,Geospiza fuliginosa,F,7.3,12.1,8.3
SCru_Inde,Geospiza fuliginosa,F,8.7,12.3,8.2
SCru_Inde,Geospiza fuliginosa,F,7.7,11.2,7.4
SCru_Inde,Geospiza fuliginosa,F,7.2,12.7,8.7
SCru_Inde,Geospiza fuliginosa,F,7.5,12.2,8
SCru_Inde,Geospiza fuliginosa,F,8,12.5,8.2
SCru_Inde,Geospiza fuliginosa,F,8.1,12.3,8.2
SCru_Inde,Geospiza fuliginosa,F,7.3,12.7,9.1
SCru_Inde,Geospiza fuliginosa,F,7.9,12.5,9
SCru_Inde,Geospiza fuliginosa,F,8.1,13.4,9
SCru_Inde,Geospiza fuliginosa,F,8.3,12.8,8.1
SCru_Inde,Geospiza fuliginosa,M,8.1,13.3,8.9
SCru_Inde,Geospiza fuliginosa,M,8.8,12.9,8.6
SCru_Inde,Geospiza fuliginosa,F,7.6,12,8.1
Pnz_Dnc,Geospiza fuliginosa,M,8.5,13.7,9.6
Pnz_Dnc,Geospiza fuliginosa,M,8,13.1,8.6
Pnz_Dnc,Geospiza fuliginosa,M,8.6,12.9,8.9
Pnz_Dnc,Geospiza fuliginosa,M,8,12.3,8.3
Pnz_Dnc,Geospiza fuliginosa,M,8.6,13.1,9.2
Pnz_Dnc,Geospiza fuliginosa,M,8.4,13.3,8.9
Pnz_Dnc,Geospiza fuliginosa,M,7.7,12.7,8.4
Pnz_Dnc,Geospiza fuliginosa,M,8.4,12.2,8.2
Pnz_Dnc,Geospiza fuliginosa,M,8.2,13.1,9.1
Pnz_Dnc,Geospiza fuliginosa,M,7.7,12.3,8.1
Pnz_Dnc,Geospiza fuliginosa,M,8.2,12.3,8
Pnz_Dnc,Geospiza fuliginosa,M,8.4,12.8,8.4
Pnz_Dnc,Geospiza fuliginosa,M,7.8,13.5,8.9
Pnz_Dnc,Geospiza fuliginosa,M,8,13,9
Pnz_Dnc,Geospiza fuliginosa,M,7.7,11.7,8
Pnz_Dnc,Geospiza fuliginosa,M,7.6,12.4,8.9
Pnz_Dnc,Geospiza fuliginosa,M,8.2,12.1,8.1
Pnz_Dnc,Geospiza fuliginosa,M,8.3,13,8.7
Pnz_Dnc,Geospiza fuliginosa,M,8.2,12.7,8.6
Pnz_Dnc,Geospiza fuliginosa,M,8,12.7,8.4
Pnz_Dnc,Geospiza fuliginosa,M,9,13.1,8.5
Pnz_Dnc,Geospiza fuliginosa,M,8.1,12.4,8.4
Pnz_Dnc,Geospiza fuliginosa,M,7.9,13.3,9.1
Pnz_Dnc,Geospiza fuliginosa,M,8,11.7,7.9
Pnz_Dnc,Geospiza fuliginosa,M,8.6,12.5,8.3
Pnz_Dnc,Geospiza fuliginosa,M,8.2,12.4,8.1
Pnz_Dnc,Geospiza fuliginosa,M,8.4,12.8,8.4
Pnz_Dnc,Geospiza fuliginosa,M,8.6,12.5,8.2
Pnz_Dnc,Geospiza fuliginosa,M,7.9,13.6,9
Pnz_Dnc,Geospiza fuliginosa,M,8.1,12.5,8.3
Pnz_Dnc,Geospiza fuliginosa,M,8.3,12.4,8.1
Pnz_Dnc,Geospiza fuliginosa,M,7.8,12.8,8.5
Pnz_Dnc,Geospiza fuliginosa,M,8.4,12.4,8.7
Pnz_Dnc,Geospiza fuliginosa,M,7.8,12.8,8.2
Pnz_Dnc,Geospiza fuliginosa,M,8.6,13.4,9.5
Pnz_Dnc,Geospiza fuliginosa,M,8,11.8,7.7
Pnz_Dnc,Geospiza fuliginosa,M,8.2,12.1,8.1
Pnz_Dnc,Geospiza fuliginosa,M,8.2,13,8.6
Pnz_Dnc,Geospiza fuliginosa,M,8.4,12.4,8.3
Pnz_Dnc,Geospiza fuliginosa,M,7.9,13.3,9.2
Pnz_Dnc,Geospiza fuliginosa,M,7.9,12.3,8.4
Pnz_Dnc,Geospiza fuliginosa,M,7.9,12.6,8.5
Pnz_Dnc,Geospiza fuliginosa,M,8.3,12.8,8.6
Pnz_Dnc,Geospiza fuliginosa,M,8.2,12.5,8.4
Pnz_Dnc,Geospiza fuliginosa,M,8,12.5,8.3
Pnz_Dnc,Geospiza fuliginosa,M,8.1,13,8.7
Pnz_Dnc,Geospiza fuliginosa,M,8,13.3,9.2
Pnz_Dnc,Geospiza fuliginosa,M,8.6,12.7,8.5
Pnz_Dnc,Geospiza fuliginosa,M,7.6,13.4,9.5
Pnz_Dnc,Geospiza fuliginosa,M,8.3,13,8.4
Pnz_Dnc,Geospiza fuliginosa,M,8.7,12.8,9
Pnz_Dnc,Geospiza fuliginosa,M,8.1,12.2,8.4
Pnz_Dnc,Geospiza fuliginosa,M,8.2,13.1,8.6
Pnz_Dnc,Geospiza fuliginosa,M,8.3,13.3,9.1
Pnz_Dnc,Geospiza fuliginosa,M,9,13.3,9
Pnz_Dnc,Geospiza fuliginosa,M,8,12.6,8.4
Pnz_Dnc,Geospiza fuliginosa,M,8.3,13.2,8.8
Pnz_Dnc,Geospiza fuliginosa,M,8.2,12.8,8.3
Pnz_Dnc,Geospiza fuliginosa,M,8.4,12.9,8.6
Pnz_Dnc,Geospiza fuliginosa,M,8.3,13.1,9
Pnz_Dnc,Geospiza fuliginosa,M,8.1,12.7,8.6
Pnz_Dnc,Geospiza fuliginosa,M,7.8,12.9,8.6
Pnz_Dnc,Geospiza fuliginosa,M,7.6,12.3,8.3
Pnz_Dnc,Geospiza fuliginosa,M,8,12.1,8
Pnz_Dnc,Geospiza fuliginosa,M,7.6,13,8.9
Pnz_Dnc,Geospiza fuliginosa,M,7.3,12.3,8.1
Pnz_Dnc,Geospiza fuliginosa,M,7.5,12.8,9
Pnz_Dnc,Geospiza fuliginosa,M,8.3,12.5,8.4
Pnz_Dnc,Geospiza fuliginosa,M,8,13.1,8.6
Pnz_Dnc,Geospiza fuliginosa,M,7.9,12.2,8
Pnz_Dnc,Geospiza fuliginosa,M,8.6,12.7,8.6
Pnz_Dnc,Geospiza fuliginosa,M,7.8,12.7,8.3
Pnz_Dnc,Geospiza fuliginosa,F,8.2,12.2,8.5
Pnz_Dnc,Geospiza fuliginosa,F,7.4,12.5,8.3
Pnz_Dnc,Geospiza fuliginosa,F,7.7,12.2,8.3
Pnz_Dnc,Geospiza fuliginosa,F,7.6,12.9,8.5
Pnz_Dnc,Geospiza fuliginosa,F,8.2,13,8.6
Pnz_Dnc,Geospiza fuliginosa,F,8,12.5,8.9
Pnz_Dnc,Geospiza fuliginosa,F,8.2,12.9,9.1
Pnz_Dnc,Geospiza fuliginosa,F,8.2,12.7,8.9
Pnz_Dnc,Geospiza fuliginosa,F,8,12,8.3
Pnz_Dnc,Geospiza fuliginosa,F,7.7,12.7,8.6
Pnz_Dnc,Geospiza fuliginosa,F,7.8,12.5,8.8
Pnz_Dnc,Geospiza fuliginosa,F,8.4,12.7,8.5
Pnz_Dnc,Geospiza fuliginosa,F,7.4,11.7,8
Pnz_Dnc,Geospiza fuliginosa,F,8.1,12.9,8.8
Pnz_Dnc,Geospiza fuliginosa,F,7.6,11.9,8.2
Pnz_Dnc,Geospiza fuliginosa,F,7.8,12.2,8.3
Pnz_Dnc,Geospiza fuliginosa,F,8,12.8,8.9
Pnz_Dnc,Geospiza fuliginosa,F,8.4,12.7,8.7
Pnz_Dnc,Geospiza fuliginosa,F,8.2,13.1,9.4
Pnz_Dnc,Geospiza fuliginosa,F,8,12.1,8.4
Pnz_Dnc,Geospiza fuliginosa,F,8,12.3,8.4
Pnz_Dnc,Geospiza fuliginosa,F,8,12.3,8.6
Frn_Nrb,Geospiza fuliginosa,M,8.1,12.1,8
Frn_Nrb,Geospiza fuliginosa,M,7.9,11.8,7.9
Frn_Nrb,Geospiza fuliginosa,M,8.1,11.8,8
Frn_Nrb,Geospiza fuliginosa,M,7.4,11.3,7.9
Frn_Nrb,Geospiza fuliginosa,M,7.9,10.7,7.7
Frn_Nrb,Geospiza fuliginosa,M,7.6,11.8,8
Frn_Nrb,Geospiza fuliginosa,M,8.3,12,8.3
Frn_Nrb,Geospiza fuliginosa,M,7.6,11.7,8.2
Frn_Nrb,Geospiza fuliginosa,M,7.6,11.7,8.1
Frn_Nrb,Geospiza fuliginosa,M,8.1,12.2,8.4
Frn_Nrb,Geospiza fuliginosa,M,8.4,12.3,8.3
Frn_Nrb,Geospiza fuliginosa,M,7.7,11.4,7.6
Frn_Nrb,Geospiza fuliginosa,M,8.2,12.2,8.1
Frn_Nrb,Geospiza fuliginosa,M,8,12.5,8.4
Frn_Nrb,Geospiza fuliginosa,M,7.8,12,7.8
Frn_Nrb,Geospiza fuliginosa,F,8,12.4,8.9
Frn_Nrb,Geospiza fuliginosa,F,8.3,11.9,8.3
Frn_Nrb,Geospiza fuliginosa,F,7.3,11.4,8
Frn_Nrb,Geospiza fuliginosa,F,7.9,12.9,8.5
Frn_Nrb,Geospiza fuliginosa,F,7.6,11.7,7.6
Isa_Alb,Geospiza fuliginosa,M,8,12.2,8.5
Isa_Alb,Geospiza fuliginosa,M,8.5,12.1,8.2
Isa_Alb,Geospiza fuliginosa,M,8.3,12.2,8.3
Isa_Alb,Geospiza fuliginosa,M,7.7,12.2,8.1
Isa_Alb,Geospiza fuliginosa,M,8.1,12.7,8.7
Isa_Alb,Geospiza fuliginosa,M,8,12.1,7.9
Isa_Alb,Geospiza fuliginosa,M,8.3,11.9,7.9
Isa_Alb,Geospiza fuliginosa,M,8.3,12.5,8.7
Isa_Alb,Geospiza fuliginosa,M,8.2,13.3,9.2
Isa_Alb,Geospiza fuliginosa,M,8,12.1,8.4
Isa_Alb,Geospiza fuliginosa,M,8,12.6,8.3
Isa_Alb,Geospiza fuliginosa,M,8,12.2,8.2
Isa_Alb,Geospiza fuliginosa,M,8,12.3,8.3
Isa_Alb,Geospiza fuliginosa,M,8.3,11.9,8
Isa_Alb,Geospiza fuliginosa,M,8,13.3,9.2
Isa_Alb,Geospiza fuliginosa,M,8.4,12.8,8.8
Isa_Alb,Geospiza fuliginosa,M,8,11.2,8
Isa_Alb,Geospiza fuliginosa,M,8,12.1,8.3
Isa_Alb,Geospiza fuliginosa,M,7.7,12.2,7.8
Isa_Alb,Geospiza fuliginosa,M,8.3,12.5,9
Isa_Alb,Geospiza fuliginosa,M,9,12.5,8
Isa_Alb,Geospiza fuliginosa,M,8.9,12.4,8.3
Isa_Alb,Geospiza fuliginosa,M,8.5,11.5,7.9
Isa_Alb,Geospiza fuliginosa,M,7.8,12.2,7.9
Isa_Alb,Geospiza fuliginosa,M,7.7,11.8,8.4
Isa_Alb,Geospiza fuliginosa,M,8.3,11.8,8
Isa_Alb,Geospiza fuliginosa,M,8.3,12.5,8.4
Isa_Alb,Geospiza fuliginosa,M,8.2,12.4,8.9
Isa_Alb,Geospiza fuliginosa,M,8.8,12.6,8.6
Isa_Alb,Geospiza fuliginosa,M,7.7,11.2,7.8
Isa_Alb,Geospiza fuliginosa,M,7.9,12.3,8.5
Isa_Alb,Geospiza fuliginosa,M,8.4,12,8.4
Isa_Alb,Geospiza fuliginosa,M,8.1,12,7.9
Isa_Alb,Geospiza fuliginosa,M,8,12.1,8
Isa_Alb,Geospiza fuliginosa,M,8.1,12.9,8.7
Isa_Alb,Geospiza fuliginosa,M,8,12.4,8
Isa_Alb,Geospiza fuliginosa,M,8.1,12.7,8.5
Isa_Alb,Geospiza fuliginosa,M,8,13.8,9
Isa_Alb,Geospiza fuliginosa,M,8,12.3,7.9
Isa_Alb,Geospiza fuliginosa,M,8.2,12.2,8.2
Isa_Alb,Geospiza fuliginosa,M,8,12.2,7.9
Isa_Alb,Geospiza fuliginosa,M,8.2,12.5,9
Isa_Alb,Geospiza fuliginosa,M,8.1,12.5,8.3
Isa_Alb,Geospiza fuliginosa,M,8.3,12.3,8.3
Isa_Alb,Geospiza fuliginosa,M,8.4,12.7,9.4
Isa_Alb,Geospiza fuliginosa,M,7.8,13,8.9
Isa_Alb,Geospiza fuliginosa,M,7.8,12.7,8.5
Isa_Alb,Geospiza fuliginosa,M,8.2,12.6,8.4
Isa_Alb,Geospiza fuliginosa,M,8.8,12.4,8.8
Isa_Alb,Geospiza fuliginosa,M,7.6,12,8.1
Isa_Alb,Geospiza fuliginosa,M,8.2,11.8,7.9
Isa_Alb,Geospiza fuliginosa,M,8.2,12.8,8.3
Isa_Alb,Geospiza fuliginosa,M,8,11.9,8
Isa_Alb,Geospiza fuliginosa,M,8.6,12.6,8.4
Isa_Alb,Geospiza fuliginosa,M,7.9,12.2,8
Isa_Alb,Geospiza fuliginosa,M,8,12.6,8.7
Isa_Alb,Geospiza fuliginosa,M,7.9,12,8
Isa_Alb,Geospiza fuliginosa,M,8.7,13.2,8.9
Isa_Alb,Geospiza fuliginosa,M,8.1,12.1,7.8
Isa_Alb,Geospiza fuliginosa,M,8,12.6,8.7
Isa_Alb,Geospiza fuliginosa,M,8.7,11.8,7.9
Isa_Alb,Geospiza fuliginosa,M,7.8,12.9,8.5
Isa_Alb,Geospiza fuliginosa,M,8,11.8,8.1
Isa_Alb,Geospiza fuliginosa,M,8.2,12.4,8.5
Isa_Alb,Geospiza fuliginosa,M,8,12.4,8.2
Isa_Alb,Geospiza fuliginosa,M,8.2,12.5,8.7
Isa_Alb,Geospiza fuliginosa,M,7.9,12,7.9
Isa_Alb,Geospiza fuliginosa,M,8.1,11.9,7.9
Isa_Alb,Geospiza fuliginosa,F,7.2,12,8.5
Isa_Alb,Geospiza fuliginosa,F,7.5,11.4,7.9
Isa_Alb,Geospiza fuliginosa,F,8.5,11.9,8.6
Isa_Alb,Geospiza fuliginosa,F,8.1,11.9,8
Isa_Alb,Geospiza fuliginosa,F,8,11.3,8
Isa_Alb,Geospiza fuliginosa,F,8.1,11.4,8
Isa_Alb,Geospiza fuliginosa,F,8.2,12,8.2
Isa_Alb,Geospiza fuliginosa,F,8,12.2,8.7
Isa_Alb,Geospiza fuliginosa,F,8.4,12.1,8.1
Isa_Alb,Geospiza fuliginosa,F,8.3,12.5,8.2
Isa_Alb,Geospiza fuliginosa,F,6.9,11.5,7.9
Isa_Alb,Geospiza fuliginosa,F,7.8,11.7,8
Isa_Alb,Geospiza fuliginosa,F,8.1,11.8,8.6
Isa_Alb,Geospiza fuliginosa,F,7.9,12.5,8.4
Isa_Alb,Geospiza fuliginosa,F,7.8,11.4,7.6
Isa_Alb,Geospiza fuliginosa,F,8.4,12,8.2
Isa_Alb,Geospiza fuliginosa,F,7.4,12.1,8.1
Isa_Alb,Geospiza fuliginosa,F,8.2,12.1,7.5
Isa_Alb,Geospiza fuliginosa,F,7.7,11.5,7.6
Isa_Alb,Geospiza fuliginosa,F,7.4,11.9,7.7
Isa_Alb,Geospiza fuliginosa,F,7.9,12.3,8.3
Isa_Alb,Geospiza fuliginosa,F,7.3,12.1,8.3
Isa_Alb,Geospiza fuliginosa,F,8.1,11.8,8
Isa_Alb,Geospiza fuliginosa,F,8.2,11.4,8.1
Isa_Alb,Geospiza fuliginosa,F,7.6,11.3,7.8
Isa_Alb,Geospiza fuliginosa,F,7.7,13,8.4
Isa_Alb,Geospiza fuliginosa,F,8,12,8.2
Isa_Alb,Geospiza fuliginosa,F,8.1,11.4,8
Isa_Alb,Geospiza fuliginosa,F,8.5,11.6,8.1
Isa_Alb,Geospiza fuliginosa,F,7.6,11.7,8.2
Isa_Alb,Geospiza fuliginosa,F,8.9,12.2,8.2
Isa_Alb,Geospiza fuliginosa,F,8.2,11.5,8
Isa_Alb,Geospiza fuliginosa,F,7.4,11.7,8.2
Isa_Alb,Geospiza fuliginosa,F,8.2,10.9,7
Isa_Alb,Geospiza fuliginosa,F,8.4,11.7,8
Isa_Alb,Geospiza fuliginosa,F,8.4,12.3,8.6
