island,species,sex,beak_height,upper_beak_length,nostril_upper_beak_length
Wlf_Wnm,Geospiza difficilis,M,7.7,15.6,10.8
Wlf_Wnm,Geospiza difficilis,M,8.1,14.9,10.4
Wlf_Wnm,Geospiza difficilis,M,8.1,14.7,10
Wlf_Wnm,Geospiza difficilis,M,8,14.5,10.2
Wlf_Wnm,Geospiza difficilis,M,7.8,14.9,10.1
Wlf_Wnm,Geospiza difficilis,M,7.8,14.7,10.2
Wlf_Wnm,Geospiza difficilis,M,8.1,14.5,10.2
Wlf_Wnm,Geospiza difficilis,M,8,15.6,10.7
Wlf_Wnm,Geospiza difficilis,M,8.6,15.9,11.2
Wlf_Wnm,Geospiza difficilis,M,8.2,15.5,11.2
Wlf_Wnm,Geospiza difficilis,M,7.9,15.5,10.7
Wlf_Wnm,Geospiza difficilis,M,8.4,15.1,10.4
Wlf_Wnm,Geospiza difficilis,M,8.2,15.9,11
Wlf_Wnm,Geospiza difficilis,M,8.4,16.1,11.1
Wlf_Wnm,Geospiza difficilis,F,8.4,15.8,11.1
Wlf_Wnm,Geospiza difficilis,F,7.9,14.5,10.6
Wlf_Wnm,Geospiza difficilis,F,8,14.9,10.8
Wlf_Wnm,Geospiza difficilis,F,8.2,15.3,11.3
Wlf_Wnm,Geospiza difficilis,F,8,14.8,10.3
Wlf_Wnm,Geospiza difficilis,F,7.7,15.1,11.1
Wlf_Wnm,Geospiza difficilis,F,7.9,15.4,10.7
Wlf_Wnm,Geospiza difficilis,F,7.9,15.1,11.2
Wlf_Wnm,Geospiza difficilis,F,7.5,15,10.4
Wlf_Wnm,Geospiza difficilis,F,7.9,14.8,10.3
Wlf_Wnm,Geospiza difficilis,F,8,14.7,10.1
Wlf_Wnm,Geospiza difficilis,F,7.3,15.5,10.7
Wlf_Wnm,Geospiza difficilis,F,7.7,14,10.1
Wlf_Wnm,Geospiza difficilis,F,7.5,14.8,10.5
Wlf_Wnm,Geospiza difficilis,F,7.8,15.2,10.8
Wlf_Wnm,Geospiza difficilis,F,7.3,14.3,10.1
Wlf_Wnm,Geospiza difficilis,F,7.7,15.6,10.9
Wlf_Wnm,Geospiza difficilis,F,8.1,15.2,10.7
Wlf_Wnm,Geospiza difficilis,F,7.9,14.1,9.8
Wlf_Wnm,Geospiza difficilis,F,8.5,15.4,11.1
Wlf_Wnm,Geospiza difficilis,F,8.2,15.1,10.4
Wlf_Wnm,Geospiza difficilis,F,7.5,14.6,10.4
Wlf_Wnm,Geospiza difficilis,F,8,15.1,10.8
Wlf_Wnm,Geospiza difficilis,F,7.5,15.5,10.9
Wlf_Wnm,Geospiza difficilis,F,7.8,15.5,10.8
Wlf_Wnm,Geospiza difficilis,F,7.7,15.5,10.5
Wlf_Wnm,Geospiza difficilis,F,7.8,15.8,11
Wlf_Wnm,Geospiza difficilis,F,8.1,15.3,10.5
Wlf_Wnm,Geospiza difficilis,F,7.9,15.5,10.6
Wlf_Wnm,Geospiza difficilis,F,8.1,15.1,10.2
Wlf_Wnm,Geospiza difficilis,F,7.9,15.4,10.8
